age,mx_m,qx_m,lx_m,dx_m,ex_m,mx_f,qx_f,lx_f,dx_f,ex_f,year_start,year_end,k1t_m,k2t_m,ax_m,b1x_m,b2x_m,k1t_f,k2t_f,ax_f,b1x_f,b2x_f,log_mx_m,log_M1x_m,log_M2x_m,log_mx_f,log_M1x_f,log_M2x_f,E1x_m,E2x_m,E1x_f,E2x_f
85,0.157681,0.146158,19120.6,2794.6,4.71,0.106099,0.100754,37191.1,3747.1,5.93,1990,1992,-0.9918288384067182,0.2728278371574002,-1.9173882062852468,-0.0762382626825218,0.050535802111714656,-0.813313302256347,0.18692151641548485,-2.2813058158431674,-0.07539387700681452,0.034415576556344064,-1.8471812741993858,-1.8417728987666948,-1.8279853251775413,-2.243382658477304,-2.219986972764846,-2.213553961006621,0.005408375432691015,0.019195949021844516,0.02339568571245776,0.02982869747068273
86,0.17233,0.158659,16326.0,2590.3,4.43,0.118881,0.112211,33444.0,3752.8,5.54,1990,1992,-0.9918288384067182,0.2728278371574002,-1.8249431614734375,-0.07182076374070799,0.03874998530387597,-0.813313302256347,0.18692151641548485,-2.1686407065518862,-0.07503185957708078,0.03242506804427875,-1.7583440356886513,-1.7537092567990078,-1.7431371821186703,-2.129632286204191,-2.107616297064816,-2.1015553541761043,0.004634778889643476,0.015206853569980971,0.02201598913937497,0.0280769320280867
87,0.187671,0.171571,13735.7,2356.7,4.17,0.130624,0.122616,29691.2,3640.6,5.18,1990,1992,-0.9918288384067182,0.2728278371574002,-1.7408809768548268,-0.06464358865657799,0.04458074841983531,-0.813313302256347,0.18692151641548485,-2.0619184109994237,-0.06927895205568127,0.030823300584647675,-1.673064849190994,-1.6767656014071313,-1.6646027322368895,-2.0354323117947577,-2.0055729177261585,-1.999811379639946,-0.003700752216137193,0.008462116954104593,0.029859394068599165,0.03562093215481177
88,0.199674,0.181549,11379.1,2065.9,3.93,0.141905,0.132504,26050.6,3451.8,4.83,1990,1992,-0.9918288384067182,0.2728278371574002,-1.6527377805600942,-0.05928710772537386,0.04361904288496953,-0.813313302256347,0.18692151641548485,-1.956556832066517,-0.06347305475652121,0.030038358082427996,-1.61106924232945,-1.5939351173723426,-1.5820346282431605,-1.9525974593551685,-1.9049333522981928,-1.899318536854794,0.01713412495710731,0.02903461408628938,0.04766410705697566,0.05327892250037447
89,0.21849,0.196972,9313.2,1834.4,3.69,0.158779,0.147101,22598.8,3324.3,4.49,1990,1992,-0.9918288384067182,0.2728278371574002,-1.5668213591633617,-0.050374941648108594,0.04865209886330305,-0.813313302256347,0.18692151641548485,-1.8473258065655491,-0.0626267884009231,0.03348256921732635,-1.5210150320842035,-1.5168580393037119,-1.5035843923976688,-1.8402419807274233,-1.796390606481485,-1.7901319938698959,0.004156992780491642,0.017430639686534688,0.043851374245938324,0.05010998685752743
90,0.232648,0.208406,7478.8,1558.6,3.47,0.178213,0.163633,19274.5,3153.9,4.18,1990,1992,-0.9918288384067182,0.2728278371574002,-1.51724475969952,-0.047550342571601636,0.053568848408899444,-0.813313302256347,0.18692151641548485,-1.7537654892331211,-0.054410122945062894,0.024376759917001264,-1.4582286973327718,-1.4700829586608868,-1.4554678856104741,-1.7247758148666583,-1.7095130124644982,-1.704956471535516,-0.011854261328114957,0.0027608117222976958,0.015262802402160158,0.019819343331142214
91,0.250884,0.22292,5920.2,1319.7,3.25,0.195692,0.178251,16120.6,2873.5,3.9,1990,1992,-0.9918288384067182,0.2728278371574002,-1.4358931034595144,-0.04150284147376154,0.03216984971879668,-0.813313302256347,0.18692151641548485,-1.6543264195521779,-0.045004904168038415,0.033939415096972264,-1.3827645980696452,-1.3947293884100154,-1.3859525578895575,-1.6312132843119411,-1.61772333232554,-1.6113793253893594,-0.011964790340370124,-0.003187959819912267,0.013489951986401127,0.019833958922581774
92,0.273323,0.240461,4600.4,1106.2,3.04,0.215656,0.194666,13247.1,2578.7,3.64,1990,1992,-0.9918288384067182,0.2728278371574002,-1.337355871978093,-0.03858592788500578,0.05115492786193358,-0.813313302256347,0.18692151641548485,-1.546312813152624,-0.04002555053668105,0.019522067861195633,-1.297101032984619,-1.2990852359450622,-1.285128747616548,-1.534070733414216,-1.5137595004710076,-1.510110405942827,-0.0019842029604431044,0.011972285368071045,0.020311232943208468,0.023960327471389098
93,0.298209,0.259515,3494.2,906.8,2.85,0.236497,0.211488,10668.3,2256.2,3.4,1990,1992,-0.9918288384067182,0.2728278371574002,-1.2511868442647025,-0.033035586194370185,0.04935029594196369,-0.813313302256347,0.18692151641548485,-1.4449025750799835,-0.03520003858755668,0.029757217812557114,-1.2099606960204197,-1.2184211971834553,-1.2049570626785318,-1.4418197561200337,-1.416273915456787,-1.410711651178958,-0.00846050116303565,0.005003633341887914,0.02554584066324672,0.031108104941075743
94,0.328127,0.28188,2587.4,729.3,2.67,0.256908,0.227664,8412.1,1915.1,3.18,1990,1992,-0.9918288384067182,0.2728278371574002,-1.1763427262009012,-0.03588001599199682,0.030557826252997827,-0.813313302256347,0.18692151641548485,-1.3522793551608834,-0.0302765219152979,0.04077500185065539,-1.1143545504167296,-1.1407558916175444,-1.1324188659727075,-1.3590372348295514,-1.3276550571411159,-1.3200333319633473,-0.026401341200814832,-0.018064315555977872,0.03138217768843554,0.03900390286620414
95,0.350937,0.298551,1858.1,554.7,2.53,0.288095,0.251821,6497.0,1636.1,2.97,1990,1992,-0.9918288384067182,0.2728278371574002,-1.0887107138654537,-0.022786606399003356,0.044582298513372254,-0.813313302256347,0.18692151641548485,-1.2654227048292208,-0.022923550749020416,0.03708963961792086,-1.0471485588055098,-1.0661103005094992,-1.0539470084305902,-1.2444649921272954,-1.246778676070094,-1.2398458243894084,-0.018961741703989343,-0.0067984496250803605,-0.0023136839427986278,0.004619167737887064
96,0.37943,0.318925,1303.3,415.7,2.39,0.310231,0.268571,4860.9,1305.5,2.8,1990,1992,-0.9918288384067182,0.2728278371574002,-1.0158187808976522,-0.023155078477250898,0.039249190385789764,-0.813313302256347,0.18692151641548485,-1.1719301626630287,-0.02084659504817997,0.047701420629504394,-0.9690851523879728,-0.992852906308344,-0.98214463458521,-1.170438097707453,-1.1549753496035926,-1.1460589277243527,-0.023767753920371226,-0.013059482197237182,0.015462748103860502,0.024379169983100413
97,0.396609,0.330975,887.7,293.8,2.27,0.332262,0.284927,3555.4,1013.0,2.64,1990,1992,-0.9918288384067182,0.2728278371574002,-0.9395566815299443,-0.009113898869597094,0.06967497178677283,-0.813313302256347,0.18692151641548485,-1.0996270760247349,-0.014958628722767911,0.061086745077279084,-0.9248043702643599,-0.9305172538007556,-0.9115079819441675,-1.1018314646595093,-1.087461024300994,-1.0760425972782628,-0.005712883536395652,0.01329638832019242,0.014370440358515424,0.025788867381246527
98,0.413271,0.342498,593.9,203.4,2.15,0.343644,0.293256,2542.4,745.6,2.49,1990,1992,-0.9918288384067182,0.2728278371574002,-0.8831443927481847,-0.007759536774253826,0.02060551449037554,-0.813313302256347,0.18692151641548485,-1.028126436408878,-0.0025735542855879973,0.04610033773903203,-0.8836517268752134,-0.8754482604028023,-0.8698265024508777,-1.068149041191562,-1.0260333304743305,-1.0174161854368846,0.008203466472411103,0.013825224424335758,0.042115710717231414,0.05073285575467734
99,0.470996,0.381219,390.5,148.9,2.01,0.387415,0.324548,1796.8,583.1,2.32,1990,1992,-0.9918288384067182,0.2728278371574002,-0.8293201073693042,-0.004820180206975861,0.09525722313637347,-0.813313302256347,0.18692151641548485,-0.9605366299493271,0.001889756206700045,0.06393509566112879,-0.7529056775707834,-0.8245393136337082,-0.7985504914717916,-0.9482588090892364,-0.9620735938102577,-0.9501227487771104,-0.07163363606292483,-0.04564481390100816,-0.013814784721021267,-0.0018639396878740166
100,0.494012,0.396158,241.6,95.7,1.94,0.405464,0.337119,1213.7,409.1,2.2,1990,1992,-0.9918288384067182,0.2728278371574002,-0.7358568232477923,-0.0038971862237009982,0.037347577889186745,-0.813313302256347,0.18692151641548485,-0.8600719451517826,-0.005280406782162253,0.05804205204003671,-0.7051954705912725,-0.7319914815624843,-0.7218020226639099,-0.9027231886526169,-0.8557773200745254,-0.8449280116913354,-0.02679601097121176,-0.016606552072637393,0.046945868578091465,0.05779517696128156
0,0.007605,0.007576,100000.0,757.6,73.36,0.005914,0.005897,100000.0,589.7,78.78,1991,1993,-0.7714224298719046,0.3127538621072637,-4.905466458501822,-0.14786133805079907,-0.17803104008716006,-0.6325770128660224,0.21427588467140946,-5.139286346142019,-0.16692425339668157,-0.19894405990787525,-4.8789493532708805,-4.791402905818563,-4.847082801180795,-5.130432857551852,-5.033693900553455,-5.076322814990337,0.08754644745231754,0.0318665520900856,0.0967389569983963,0.05411004256151486
1,0.000592,0.000592,99242.4,58.7,72.92,0.000512,0.000511,99410.3,50.8,78.25,1991,1993,-0.7714224298719046,0.3127538621072637,-7.5293321233443296,-0.14675162928692462,-0.07309432520653031,-0.6325770128660224,0.21427588467140946,-7.679118272897474,-0.1791738111103734,-0.14006509319244181,-7.432003923080268,-7.4161246248921495,-7.4389851573986165,-7.577185932924766,-7.565777038681453,-7.595789610436848,0.015879298188118618,-0.006981234318348406,0.011408894243312595,-0.018603677512081696
2,0.000375,0.000375,99183.7,37.2,71.96,0.000313,0.000313,99359.5,31.1,77.29,1991,1993,-0.7714224298719046,0.3127538621072637,-8.017684830907566,-0.1521068784149853,-0.027579433558726458,-0.6325770128660224,0.21427588467140946,-8.220972395371998,-0.19173806570495855,-0.0733619800339124,-7.888584531993863,-7.900346173160448,-7.90897174752067,-8.069307367424122,-8.099683302515647,-8.115403005688659,-0.011761641166584624,-0.020387215526806557,-0.030375935091525363,-0.04609563826453744
3,0.000291,0.000291,99146.5,28.9,70.99,0.000224,0.000224,99328.4,22.2,76.31,1991,1993,-0.7714224298719046,0.3127538621072637,-8.306788912206644,-0.17566472043834608,-0.09871908737750454,-0.6325770128660224,0.21427588467140946,-8.505920660791501,-0.16193485834111204,-0.21849156047976637,-8.142187290792782,-8.171277206723326,-8.202151982564345,-8.403864506109235,-8.403484391823199,-8.450301864238238,-0.029089915930544663,-0.059964691771563494,0.00038011428603645925,-0.04643735812900296
4,0.000235,0.000235,99117.7,23.3,70.01,0.000177,0.000177,99306.1,17.5,75.33,1991,1993,-0.7714224298719046,0.3127538621072637,-8.521435392969726,-0.18179053040223916,0.03875893525794055,-0.6325770128660224,0.21427588467140946,-8.736447701433342,-0.17551266418762737,-0.3291646947623882,-8.355925043820115,-8.381198100279128,-8.369076093586042,-8.639360825390446,-8.625422424601375,-8.69595448077418,-0.025273056459013787,-0.01315104976592707,0.013938400789070826,-0.05659365538373429
5,0.000209,0.000209,99094.4,20.7,69.02,0.000155,0.000155,99288.6,15.4,74.34,1991,1993,-0.7714224298719046,0.3127538621072637,-8.646682643458051,-0.17073277051717226,-0.1733205013113886,-0.6325770128660224,0.21427588467140946,-8.867884070339697,-0.1779359678594077,-0.01929446728713029,-8.473176305999463,-8.514975554766933,-8.569182210934436,-8.772085441045027,-8.755325867309768,-8.759460206356982,-0.041799248767469876,-0.09600590493497307,0.016759573735258826,0.012625234688044884
6,0.000186,0.000186,99073.7,18.4,68.04,0.000154,0.000154,99273.2,15.3,73.36,1991,1993,-0.7714224298719046,0.3127538621072637,-8.691927807741532,-0.1575148020296959,-0.11002790448972143,-0.6325770128660224,0.21427588467140946,-8.905705478813566,-0.1789300888334933,-0.025764115622454935,-8.589763884251074,-8.570417356418993,-8.604829008487723,-8.778557955550644,-8.792518417707422,-8.7980390463752,0.019346527832080795,-0.015065124236649297,-0.013960462156777709,-0.019481090824555736
7,0.000184,0.000184,99055.3,18.3,67.05,0.000136,0.000136,99257.9,13.5,72.37,1991,1993,-0.7714224298719046,0.3127538621072637,-8.79155038375442,-0.199865570994483,-0.07115052184605836,-0.6325770128660224,0.21427588467140946,-9.077591172258042,-0.18226059840297607,-0.13436007222784518,-8.600574800355288,-8.63736959933012,-8.659622199828421,-8.902855672228222,-8.962297307357113,-8.991087430698249,-0.03679479897483162,-0.05904739947313331,-0.059441635128891335,-0.08823175847002673
8,0.000178,0.000178,99037.1,17.6,66.06,0.000125,0.000125,99244.4,12.4,71.38,1991,1993,-0.7714224298719046,0.3127538621072637,-8.761235449815105,-0.15509002856990534,-0.18139372625519143,-0.6325770128660224,0.21427588467140946,-9.09586430072928,-0.16087126192444456,-0.20769711614254327,-8.633727007672189,-8.641595523126806,-8.698327111575145,-8.987196820661973,-8.994100838405128,-9.038605321710271,-0.007868515454617864,-0.06460010390295601,-0.0069040177431549665,-0.051408501048298305
9,0.000179,0.000179,99019.4,17.7,65.07,0.000137,0.000137,99232.0,13.6,70.39,1991,1993,-0.7714224298719046,0.3127538621072637,-8.800917247764348,-0.14100515576780495,-0.07628207636501134,-0.6325770128660224,0.21427588467140946,-9.080784987684327,-0.166972157716743,-0.18135404122511067,-8.628124752123519,-8.692142707877482,-8.7160002218702,-8.89552963213615,-8.975162238924074,-9.01402203654632,-0.06401795575396285,-0.08787546974668103,-0.07963260678792494,-0.11849240441017095
10,0.000175,0.000175,99001.7,17.3,64.08,0.000131,0.000131,99218.4,13.0,69.4,1991,1993,-0.7714224298719046,0.3127538621072637,-8.798420126567743,-0.16022460967402982,0.022403033768335363,-0.6325770128660224,0.21427588467140946,-9.051500154738255,-0.15944411520888307,0.022026695437277963,-8.650724584040761,-8.674819268847726,-8.66781263351376,-8.940313234763122,-8.950639472620354,-8.945919682969144,-0.02409468480696475,-0.017088049472999245,-0.010326237857231746,-0.005606448206021852
11,0.000183,0.000183,98984.4,18.1,63.1,0.000117,0.000117,99205.4,11.6,68.4,1991,1993,-0.7714224298719046,0.3127538621072637,-8.696487043981826,-0.16024309370200807,-0.044868717984330966,-0.6325770128660224,0.21427588467140946,-9.054039563084782,-0.1366088514255978,-0.11418981661223382,-8.606024405122852,-8.57287192726803,-8.586904792105432,-9.053336623166517,-8.96762394391892,-8.992092067893973,0.03315247785482178,0.019119613017419823,0.08571267924759773,0.06124455527254469
12,0.000203,0.000203,98966.3,20.1,62.11,0.000136,0.000136,99193.8,13.5,67.41,1991,1993,-0.7714224298719046,0.3127538621072637,-8.610307512948802,-0.13625918028262088,0.11186067325931999,-0.6325770128660224,0.21427588467140946,-8.914215789715142,-0.1277060094637106,-0.10010893126028782,-8.502304578922487,-8.505194125002829,-8.470209267423058,-8.902855672228222,-8.833431903723548,-8.854882833532855,-0.002889546080341532,0.0320953114994289,0.06942376850467369,0.04797283869536706
13,0.000244,0.000244,98946.1,24.1,61.12,0.000146,0.000146,99180.3,14.5,66.42,1991,1993,-0.7714224298719046,0.3127538621072637,-8.458732188778761,-0.13931132540412428,0.06672590649933899,-0.6325770128660224,0.21427588467140946,-8.867402493574167,-0.13287250770544243,-0.036303591788046756,-8.318342332671072,-8.351264307626836,-8.33039552266656,-8.831903936255937,-8.78335039955784,-8.791129383804973,-0.0329219749557641,-0.012053189995487656,0.04855353669809759,0.04077455245096395
14,0.000286,0.000286,98922.0,28.3,60.13,0.000213,0.000213,99165.9,21.1,65.43,1991,1993,-0.7714224298719046,0.3127538621072637,-8.279524700145478,-0.14220470147250036,0.09380815754712318,-0.6325770128660224,0.21427588467140946,-8.691593638061905,-0.12496636644685521,0.0921861097317782,-8.159518747144421,-8.169824803796352,-8.140485940226323,-8.454218392254848,-8.612542787266232,-8.592789527049039,-0.010306056651931073,0.019032806918097833,-0.15832439501138396,-0.1385711347941907
15,0.000395,0.000394,98893.7,39.0,59.15,0.000211,0.000211,99144.8,20.9,64.44,1991,1993,-0.7714224298719046,0.3127538621072637,-8.036060072656944,-0.11980012199251995,-0.009674351033675884,-0.6325770128660224,0.21427588467140946,-8.54397855828861,-0.11392661964981203,0.11695141322852352,-7.8366247930631525,-7.943643571450524,-7.946669262099688,-8.463652424488208,-8.471911197544607,-8.446851330011494,-0.1070187783873715,-0.1100444690365352,-0.008258773056398994,0.01680109447671363
16,0.000477,0.000477,98854.7,47.1,58.17,0.000263,0.000263,99123.9,26.0,63.46,1991,1993,-0.7714224298719046,0.3127538621072637,-7.7386794704188935,-0.10552700433221585,0.08289885697947971,-0.6325770128660224,0.21427588467140946,-8.331534216522227,-0.08922890680946223,0.2114823399456044,-7.647994067075933,-7.657273572319832,-7.631346634635222,-8.24335652578651,-8.275090061191397,-8.229774495707174,-0.009279505243899422,0.016647432440710652,-0.03173353540488755,0.013582030079335894
17,0.000701,0.0007,98807.6,69.2,57.2,0.000328,0.000328,99097.8,32.5,62.47,1991,1993,-0.7714224298719046,0.3127538621072637,-7.309137140343606,-0.11005705643179338,-0.015387274747996277,-0.6325770128660224,0.21427588467140946,-8.170040910719925,-0.07785329328651147,0.13329338523348494,-7.2630026709296835,-7.224236658446443,-7.229049088051184,-8.02249694958013,-8.120792707010962,-8.09223114896921,0.038766012483240964,0.03395358287849959,-0.09829575743083119,-0.06973419938907988
18,0.000869,0.000869,98738.4,85.8,56.24,0.000297,0.000297,99065.3,29.4,61.5,1991,1993,-0.7714224298719046,0.3127538621072637,-7.125808892584075,-0.08677897490224792,0.13772207825327734,-0.6325770128660224,0.21427588467140946,-8.115095304808891,-0.05988566796282808,0.1133269953685511,-7.048167432698882,-7.05886564490319,-7.015792533032039,-8.121778419161574,-8.077213007855478,-8.052929765665729,-0.010698212204308,0.03237489966684315,0.04456541130609537,0.06884865349584501
19,0.000864,0.000863,98652.6,85.2,55.29,0.000333,0.000333,99035.9,32.9,60.51,1991,1993,-0.7714224298719046,0.3127538621072637,-7.105307233016008,-0.07639113965908964,0.15983276075215846,-0.6325770128660224,0.21427588467140946,-8.103296373072473,-0.046178729226356456,0.1563593715051349,-7.053937789160218,-7.046377394439509,-6.996389081223005,-8.00736806798383,-8.074084770480516,-8.040580727824587,0.00756039472070924,0.05754870793721345,-0.06671670249668615,-0.03321265984075694
20,0.000863,0.000863,98567.4,85.1,54.34,0.000324,0.000324,99002.9,32.1,59.53,1991,1993,-0.7714224298719046,0.3127538621072637,-7.067420474532656,-0.0636899719790952,0.11716353087440033,-0.6325770128660224,0.21427588467140946,-8.10788627123272,-0.06429047826779283,0.133674787688314,-7.055095866880846,-7.0182886015900685,-6.981645254810976,-8.034767042171945,-8.067217592534352,-8.038574309144176,0.03680726529077738,0.07345061206986969,-0.03245055036240707,-0.0038072669722311048
